material_code,material_details,mlfb_no.,unit,qty_(01.02.24),storage_location,type
1000225437,"differential press switch,mm:vd5d.0/l24",NA,pc,6,NA,NA
1000149657,"switch,hydraulic pressure (400bar)",NA,pc,3,NA,NA
1000318442,roll mounting cart pressure switch,NA,pc,2,NA,NA
1000299968,vd controller;mm3010di13dr08ai02,NA,pc,4,NA,NA
1000539453,announciator,NA,pc,1,NA,NA
NA,"connector, 3pin",NA,pc,23.5,NA,NA
NA,"connector, 4pin",NA,pc,14,NA,NA
NA,"solenoid coil with 3pin connector 24v, 4.8w",NA,pc,13,NA,NA
NA,rubber seal for connector,NA,pc,20,NA,NA
1000248338,"coil,sol,24v dc,mm:347b04",NA,pc,22,NA,NA
NA,module spool valve (water box),NA,pc,2,NA,NA
NA,oil level indicator segment,NA,pc,9,NA,NA
NA,siemens temp transmitter,NA,pc,2,NA,NA
NA,"rosemoiunt temp transmitter, 4 wire type",NA,pc,4,NA,NA
NA,"rosemoiunt temp transmitter, 3 wire type",NA,pc,3,NA,NA
1000352451,"rosemoiunt pressure transmitter, 0 - 25 bar",NA,pc,2,NA,NA
NA,"pressure transmitter (0-800 psi),4-20ma, make-abb",NA,pc,1,NA,NA
NA,"abb temp transmitter,  0 - 200 c",NA,pc,1,NA,NA
1000238263,"coil, solenoid,24vdc,1.25a,mm:m-3sed6ck-1x350cg24n9k4",NA,pc,11,NA,NA
1000084653,"coil,solenoid,24vdc,1.45a,mm:019793 k425",NA,pc,21,NA,NA
1000568853,"connector;proximity sensor,pn:e11293",NA,pc,23.5,NA,NA
1000011919,"positioner,pneumatic,mm:830wp (make-fobs marshal)",NA,pc,3,NA,NA
1000192410,"positioner;4-20ma,mm:dvc6020 f/valve (make-fisher)",NA,pc,1,NA,NA
NA,pt & ft fixing clamp,NA,pc,3,NA,NA
1000234762,"controller streighting machine panel,24vdc,mm:tp02g-as1",NA,pc,1,NA,NA
NA,dc valve w517c79 (make-ross),NA,pc,3,NA,NA
NA,dc valve  (make-ross),NA,pc,3,NA,NA
1000494549,"connector;male,pn:268b94",NA,pc,23.5,NA,NA
1000494581,"connector;female,pn:267b94",NA,pc,23.5,NA,NA
1000316989,"drive;380-480v,pn:skc3400300,  make- nortek-for vd",NA,pc,1,NA,NA
1000316986,"drive;380-480v,pn:skb3400150,   make- nortek-for vd",NA,pc,1,NA,NA
1000266804,siemens positioner display (not in use),NA,pc,1,NA,NA
1000316861,temperature switch; pn:2059031  make- nortek for vd,NA,pc,1,NA,NA
1000316858,flow switch; pn:2039501 make- nortek -for vd,NA,pc,3,NA,NA
1000316873,"valve,sol;ebb 6212,pn:ebb 6212 make- nortek  -for vd",NA,pc,1,NA,NA
NA,solenoid coil -for vd,NA,pc,2,NA,NA
1000230428,"switch,flow,110Â°c,mm:um3k-015-gm70, make- nortek-for vd",NA,pc,1,NA,NA
1000316872,"control;flow,pn:12a",NA,pc,1,NA,NA
1000293989,level switch;pn:nt 62-ms-s6,NA,pc,1,NA,NA
1000316870,"level switch;electrical,pn:4604102/100 -for vd",NA,pc,1,NA,NA
1000316868,"valve,sol;esm 8614,pn:esm 8614 -for vd",NA,pc,1,NA,NA
1000484947,"thermocouple;pt100,3,pn:tr10-d  -for vd",NA,pc,1,NA,NA
NA,temperature sensor (length-500mm)- for vd,NA,pc,1,NA,NA
1000317180,level switch;pn:4604115_260   -for vd,NA,pc,1,NA,NA
1000316855,"valve,sol;vs 8414,pn:vs 8414  -for vd",NA,pc,1,NA,NA
NA,level switch (90 deg bend type) -for vd,NA,pc,1,NA,NA
NA,pressure guage (0 - 2.5 bar),NA,pc,1,NA,NA
1000311872,float level switch,NA,pc,1,NA,NA
1000476326,transformer for enerpac,NA,pc,1,NA,NA
NA,water flowmeter controller (make- rosemount),NA,pc,1,NA,NA
NA,water flowmeter (make- rosemount),NA,pc,1,NA,NA
1000526894,"dc valve;10bar,pn:w7076a3332",given to mech,pc,0,NA,NA
1000583963,"positioner valve,ctrl;cs.a216,wcc,ss,cl150,6in,fe (cable celler)",NA,pc,1,NA,NA
1000583970,"positioner valve,ctrl;cs,a216,wcc,ss,cl150,4in,fe (cable celler)",NA,pc,1,NA,NA
1000584019,"positioner valve,ctrl;cs,a216wcc,ss,cl150,3in,fe (cable celler)",NA,pc,1,NA,NA
NA,NA,NA,pc,0,NA,NA
1000047839,"loudspeaker,mm:lbd 8347+lbd 8308",NA,pc,2,NA,NA
1000009776,"siren,electronic,220vac,range-1km",NA,pc,3,NA,NA
1000009792,"siren, electronics",NA,pc,5,NA,NA
1000047838,"amplifier,extension,mm:lbd8924/01",NA,pc,3,NA,NA
1000047813,"junction box,mm:lbd8930 jl",NA,pc,7,NA,NA
1000047855,"loudspeaker,mm:lbd 8363/mr  (small)",NA,pc,12,NA,NA
1000356913,speaker unit (part of loudspeaker);pn:lbd 8308m,NA,pc,4,NA,NA
1000047845,"diaphragm f/driver unit,mm:lbd8308 30w",NA,pc,18,NA,NA
1000047847,"capsule,earpice,mm:lbd 8904",NA,pc,23.5,NA,NA
1000047931,"capsule,mouthpiece,mm:lbd 8904",NA,pc,10,NA,NA
1000047929,"handset,complete,mm:lbd 8904",NA,pc,8,NA,NA
1000047930,"cradle switch,mm:lbd 8904",NA,pc,5,NA,NA
1000047936,"transistor unit,mm:lbd 8904",NA,pc,10,NA,NA
1000047934,"diode unit,mm:lbd 8904",NA,pc,10,NA,NA
NA,clamp,NA,pc,1,NA,NA
NA,"preset, 100 ohm",NA,pc,7,NA,NA
1000257092,"preset f/amplifier,mm:lbd8924/01",NA,pc,20,NA,NA
NA,"preset, 1 kohm",NA,pc,8,NA,NA
NA,"preset, 10kohm",NA,pc,6,NA,NA
1000047932,"preset unit,v&h,mm:lbd 8904",NA,pc,10,NA,NA
1000047937,"relay;24v/02 pole,mm:lbd 8904",NA,pc,1,NA,NA
1000047930,"cradle switch,mm:lbd 8904",NA,pc,5,NA,NA
NA,"preset, 200 ohm",NA,pc,5,NA,NA
NA,transitor,NA,pc,10,NA,NA
1000047933,"capacitor unit,mm:lbd 8904",NA,pc,5,NA,NA
1000047851,"micro switch,mm:lbd 8904",NA,pc,2,NA,NA
NA,relay q3f-1z,NA,pc,2,NA,NA
1000047851,micro switch,NA,pc,10,NA,NA
NA,transistor,NA,pc,5,NA,NA
NA,resistance,NA,pc,5,NA,NA
NA,gland,NA,pc,3,NA,NA
NA,speaker repairing card,NA,pc,1,NA,NA
1000047857,"main pcb desktop, mm:lbd 8904",NA,pc,9,NA,NA
1000047856,"transformer- amplifier,mm:lbd 8904",NA,pc,23.5,NA,NA
NA,desktop transformer,NA,pc,23.5,NA,NA
NA,"transformer,handset (small size)",NA,pc,23.5,NA,NA
1000257096,"fuse,1.6a f/amplifier,lbd8924/01",NA,pc,20,NA,NA
1000047822,"desktop station,type:lbd/8904",NA,pc,2,NA,NA
1000047825,"public address system,mm:lbd-8921/01",new,pc,0,NA,NA
1000413817,"switch,prs;pn:3397160,f/ac panel",NA,pc,4,NA,NA
1000411181,"valve;expansion,pn:3397334",NA,pc,3,NA,NA
1000413836,"dryer;pn:3397048,f/ac panel",NA,pc,1,NA,NA
1000413832,"valve;pn:3397050,f/ac panel",NA,pc,4,NA,NA
1000413833,"coil,condnsr;pn:3397614,f/ac panel",NA,pc,1,NA,NA
1000413837,"coil,evaporator;pn:3397613,f/ac panel",NA,pc,1,NA,NA
NA,capacitor 2 micro f,NA,pc,3,NA,NA
1000303193,"pipe nrv, pn: 3397522, f/ac panel",NA,pc,4,NA,NA
1000413818,"sensor,temp;pn:3397537,f/ac panel",NA,pc,1,NA,NA
1000411182,"sensor,temp;pn:3397534,f/cooling unit",NA,pc,1,NA,NA
NA,temperature sensor,NA,pc,4,NA,NA
1000431318,probe;pn:52125-1,NA,pc,0,NA,NA
1000186448,"brazing rod,copper,1/8in",NA,kg,1,NA,NA
1000274724,"card,display,pn:3396282 f/panel,338310",NA,pc,1,NA,NA
1000303117,display;pn:3399008 (632414),NA,pc,0,NA,NA
1000431326,"controller;dwyer ts2-010,pn:52100-1",NA,pc,0,NA,NA
1000184566,"aerosol can,lpg",NA,pc,1,NA,NA
1000413816,"thermostat;pn:3397000,f/ac panel",NA,pc,0,NA,NA
1000411189,"filter;drier,pn:3397058,f/cooling unit",NA,pc,1,NA,NA
1000413823,"dryer;pn:3397015,f/ac panel",NA,pc,0,NA,NA
1000303113,evaporator;pn:3399008 (632408),NA,pc,0,NA,NA
1000303173,filter;pn:3399008 (632413),NA,pc,0,NA,NA
1000303171,condenser;pn:3399008 (642772),NA,pc,0,NA,NA
1000310505,"fan;condensor,3396007,f/panel",NA,pc,3,NA,NA
1000413827,"evaporator;pn:3396005,f/ac panel",NA,pc,0,NA,NA
1000303113,evaporator;pn:3399008 (632408),NA,pc,0,NA,NA
1000303124,compressor;pn:3399008 (632369),NA,pc,0,NA,NA
1000413821,"valve;pn:3397049,f/ac panel",NA,pc,0,NA,NA
1000465858,"refrigerant;r134a,500grms",NA,pc,0,NA,NA
1000219509,"aux contactor,110vac,2no+2nc,pn:n22e ,abb",NA,pc,23,NA,NA
1000005660,"aux contactor,110vac,4no,pn:n40e,abb",NA,pc,23.5,NA,NA
1000005081,"aux contactor,110vac,4no,pn:3th30-40-0af0,siemens",NA,pc,11,NA,NA
1000141414,"aux contactor,230 vac,3no+1nc,pn:3th30-31-0ap0, siemens",NA,pc,6,NA,NA
1000278536,"aux contactor,230v,4no,pn:3th30-40-0au0,siemens",NA,pc,2,NA,NA
1000219510,"aux contactor,24vdc,2no+2nc,pn:nf22e,abb",NA,pc,10,NA,NA
1000254215,"aux contactor,24vdc,4no,pn:3th30-40-0bb4,siemens",NA,pc,4,NA,NA
1000005151,"power contactor,110vac,45a,pn:a26-30-10,abb",NA,pc,23.5,NA,NA
1000005152,"power contactor,110vac,55a,pn:a30-30-10,abb",NA,pc,6,NA,NA
1000005153,"power contactor,110vac,60a,pn:a40-30-10,abb",NA,pc,11,NA,NA
NA,"power contactor,110vac,27a,pn:a12-30-10,abb",NA,pc,10,NA,NA
1000061361,"power contactor,220vac,27a,pn:a12-30-10,abb",NA,pc,3,NA,NA
1000254211,"power contactor,110vac,9a,pn:3rt2016-af01, siemens",NA,pc,23.5,NA,NA
1000261869,"power contactor,220vac,9a,2no+2nc,pn:3rt1015-1ap04-3ma0, siemens",NA,pc,8,NA,NA
1000149632,"power contactor,220v,20a,pn:3tf31-10-0bm4",NA,pc,1,NA,NA
NA,"power contactor,110vac,25a,1no+1nc,pn:3rt2026-1ag20, siemens",NA,pc,8,NA,NA
1000254212,"power contactor,110vac,25a,pn:3rt1026-1ag2, siemens",NA,pc,1,NA,NA
NA,"power contactor,24v,95a,havells",NA,pc,3,NA,NA
1000219513,"power contactor,110vac,115a,pn:a63-30-00,abb",NA,pc,5,NA,NA
1000005155,"power contactor,110vac,125a,pn:a75-30-00,abb",NA,pc,4,NA,NA
1000376508,"power contactor,220vac,125a,pn:lc1 d95m7,schneider",NA,pc,1,NA,NA
1000062224,"power contactor,110vac,160a,pn:a110-30-11,abb",NA,pc,0,NA,NA
1000260569,"power contactor,220vac,175a,2no+2nc, 3rt14766ap36",NA,pc,8,NA,NA
1000092620,"power contactor,220vac,200a,pn:lc1 f115, schneider",NA,pc,2,NA,NA
1000598187,"power contactor,220vac,250a,pn:lc1d150p7, schneider",NA,pc,1,NA,NA
1000453647,"power contactor,110vac,250a,pn:a145-30-11,abb",NA,pc,4,NA,NA
1000005157,"power contactor,110vac,275a,pn:a185-30-11,abb",NA,pc,5,NA,NA
1000219514,"power contactor,110vac,350a,pn:a210-30-11,abb",NA,pc,6,NA,NA
1000475080,"power contactor,110vac,400a,pn:a260-30-11,abb",NA,pc,2,NA,NA
1000005158,"power contactor,110vac,500a,pn:a300-30-11,abb",NA,pc,2,NA,NA
1000005162,"power contactor,110v-250v,600a,pn:af400-30-11, abb",NA,pc,8,NA,NA
1000425194,"kit,contact;a210-30-11,pn:zl210",NA,pc,2,NA,NA
1000425193,"kit,contact;a185-30-11,pn:zl185",NA,pc,6,NA,NA
1000425198,"kit,contact;a110-30-11,pn:zl110",NA,pc,9,NA,NA
1000300214,"contact;zl 75,pn:1 sbn 164 103 r1000",NA,pc,1,NA,NA
1000425195,"kit,contact;a63-30-00,pn:zl63",NA,pc,6,NA,NA
1000425197,"kit,contact;af400-30-11,pn:zl400",NA,pc,0,NA,NA
1000425199,"kit,contact;a145-30-11,pn:zl145",NA,pc,0,NA,NA
1000425196,"kit,contact;a75-30-00,pn:zl75",NA,pc,0,NA,NA
1000473210,"light;led,pn:lwv12-70-cdl, 70w",NA,pc,23.5,NA,NA
1000413800,"light,led,well glass, 40w",NA,pc,16,NA,NA
1000461482,"light;led, flood light, 90w",NA,pc,23.5,NA,NA
1000508021,"light;led highbay, 150w",NA,pc,23.5,NA,NA
1000603950,"light;led highbay,pn:911401873981, 150w (light weight)",NA,pc,0,NA,NA
1000522143,"lamp;led, 37w",NA,pc,16,NA,NA
1000482981,"light;led,flood light, 200w",NA,pc,2,NA,NA
1000555866,"light;led,mn:lflpi-400cdl/60, 400w",NA,pc,5,NA,NA
NA,NA,NA,pc,0,NA,NA
NA,NA,NA,pc,0,NA,NA
NA,cable 16c x 1.5 sq. mm,NA,NA,23.5,furnace store,"cu, arm"
NA,cable 12c x 1.5 sq.mn,NA,NA,23.5,furnace store,"cu, arm"
NA,cable 12c x 1.5 sq. mm,NA,NA,23.5,furnace store,"cu, arm"
NA,cable 12c x 1.5 sq. mm,NA,NA,23.5,furnace store,"cu, arm"
NA,cable 12c x 1 sq. mm,NA,NA,23.5,cable celler,"cu, arm"
NA,cable 12c x 2.5 sq.mn,NA,NA,23.5,cable celler,"cu, arm"
NA,"cable 8c,4 pair x 0.5 sq.mm",NA,NA,23.5,furnace store,cu (inst)
NA,"cable 8c,4 pair x 1 sq.mm",NA,NA,23.5,cable celler,cu (inst)
NA,cable 7c x 1.5 sq. mm,NA,NA,23.5,furnace store,"cu, arm"
NA,cable 7c x 1.5 sq. mm,NA,NA,23.5,electrical store,"cu, arm"
NA,cable 7c x 1.5 sq. mm,NA,NA,23.5,electrical store,"cu,   n-arm"
NA,cable 7c x 1.5 sq. mm,NA,NA,23.5,cable celler,"cu, arm"
NA,cable 7c x 2.5 sq. mm,NA,NA,23.5,cable celler,"cu, arm"
NA,cable 7c x 2.5 sq. mm,NA,NA,23.5,cable celler,"cu, lapp"
NA,cable 6c x 1.5 sq. mm,NA,NA,20,electrical store,"cu,  n-arm"
NA,cable 4c x 2.5 sq. mm,NA,NA,23.5,cable celler,"cu, arm"
NA,cable 4c x 2.5 sq. mm,NA,NA,23.5,cable celler,"cu, arm"
NA,cable 3c x 2.5 sq. mm,NA,NA,20,electrical store,"cu, flexible"
NA,cable 2c x 1.5 sq. mm,NA,NA,23.5,cable celler,"cu, arm"
NA,cable 2c x 10 sq. mm,NA,NA,23.5,furnace store,"cu, arm"
NA,cable 1c x 16sq. mm,NA,NA,23.5,electrical store,"cu, flexble"
NA,cable 1c x 16 sq. mm,NA,NA,23.5,electrical store,"cu, flexible"
NA,cable 4c x 16 sq. mm,NA,NA,23.5,furnace store,"cu, arm"
NA,cable 4c x 35 sq. mm,NA,NA,23.5,cable celler,"al, arm"
NA,cable 3.5c x 35sq. mm,NA,NA,23.5,electrical store,"cu, arm"
NA,cable 3c x 35 sq. mm,NA,NA,23.5,cable celler,"al, arm"
NA,cable 3c x 95 sq. mm,NA,NA,23.5,cable celler,"al, arm"
NA,cable 3c x 95 sq. mm,NA,NA,23.5,cable celler,"al,arm"
NA,cable 3c x 120 sq. mm,NA,NA,23.5,cable celler,"cu, flexb"
NA,cable 3c x 150 sq. mm,NA,NA,23.5,cable celler,"al, arm"
NA,cable 3.5c x 240 sq. mm,NA,NA,23.5,cable celler,"al, arm"
NA,cable 3c x 240 sq. mm,NA,NA,23.5,cable celler,"al, arm"
NA,cable 3c x 300 sq. mm,NA,NA,23.5,cable celler,"al, arm"
NA,obtical fiber cable,NA,NA,23.5,cable celler,n-arm
NA,obtical fiber cable,NA,NA,23.5,ecr-1,n-arm
NA,obtical fiber cable,NA,NA,23.5,ecr-1,n-arm
NA,"co-axial cable (digital camera),1c",NA,NA,23.5,ecr-1,cu
NA,lap cable 7c x 1.5 sq.mm,NA,NA,23.5,ecr-1,"cu, n-arm"
NA,profibus cable,NA,NA,23.5,ecr-1,cu
1000306971,instrument skinned cable,NA,NA,23.5,ecr-1,cu
1000306971,instrument skinned cable,NA,NA,23.5,ecr-1,cu
1000306971,instrument skinned cable (old),NA,NA,23.5,ecr-1,cu
NA,"instrument skinned cable,pair cable, 8pair",NA,NA,23.5,ecr-1,cu
NA,heat proof cable (for furnace),NA,NA,15,ecr-1,cu
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,"oil seal,rubber,17x30x7mm#",NA,NA,23.5,NA,NA
1000024774,"oil seal,rubber,30x47x7mm#",NA,NA,23.5,NA,NA
NA,"oil seal,rbr,35x54x7mm",NA,NA,8,NA,NA
1000174985,"oil seal,rbr,35x52x7mm",NA,NA,23.5,NA,NA
1000064428,"oil seal,35x47x7mm",NA,NA,23.5,NA,NA
NA,"oil seal,rubber,35x52x5mm#",NA,NA,23.5,NA,NA
1000024980,"oil seal,rubber,40x52x7mm",NA,NA,23.5,NA,NA
1000024795,"oil seal,rubber,40x55x7mm#",NA,NA,16,NA,NA
NA,"oil seal,rubber,45x52x7mm#",NA,NA,20,NA,NA
1000203716,"oil seal,rbr,45x65x8mm",drt-crt,NA,12,NA,NA
1000228906,"oil seal,pu,65x85x10mm",NA,NA,23.5,NA,NA
1000024879,"oil seal,rubber,80x100x10mm#",NA,NA,23.5,NA,NA
1000250908,"oil seal,pn:106178",NA,NA,0,NA,NA
1000250922,"oil seal,pn:13228811",NA,NA,0,NA,NA
1000250921,"oil seal,pn:106062",NA,NA,0,NA,NA
1000250909,"oil seal,pn:106232",NA,NA,0,NA,NA
NA,"dc gland, 12 mm",NA,pc,23.5,NA,NA
NA,"pvc gland,16 mm",NA,pc,23.5,NA,NA
NA,"pvc gland,12 mm",NA,pc,23.5,NA,NA
NA,"dc gland, 16 mm",NA,pc,23.5,NA,NA
NA,"sc gland, 16 mm",NA,pc,23.5,NA,NA
NA,"dc gland, 19 mm",NA,pc,23.5,NA,NA
1000195360,"dc gland, 22 mm",NA,pc,0,NA,NA
NA,"dc gland, 25 mm",NA,pc,23.5,NA,NA
1000195412,"dc gland, 32 mm",NA,pc,0,NA,NA
1000537943,"dc gland, 35 mm",NA,pc,0,NA,NA
NA,"dc gland, 38 mm",NA,pc,23.5,NA,NA
NA,"dc gland, 50 mm",NA,pc,23.5,NA,NA
NA,"dc gland, 63 mm",NA,pc,4,NA,NA
